mol_id,PKI,0,1,2,3,5,8,9,10,19,20,21,30,31,32,54,74,75,76,100,101,102,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
314,8.782516055786093,28.376,5.173,1.571,0.808,0.14,0.498,0.363,0.281,0.389,0.518,0.317,0.423,0.407,0.197,0.165,0.455,0.481,0.616,0.381,0.408,0.342,0.517,7,0.0004759,8.804,5.601,1.0,0.563641,3.95505036,93.08548,209.732574,196.902069
315,9.119186407719209,45.332,5.755,1.191,0.867,0.136,0.537,0.335,0.275,0.439,0.391,0.305,0.496,0.312,0.189,0.178,0.45,0.542,0.421,0.382,0.379,0.332,0.471,8,0.0005004,10.118,6.384,1.0,0.67854,8.05878204,101.64238,293.397217,277.475525
316,9.267606240177033,31.784,4.951,1.635,0.828,0.138,0.525,0.326,0.369,0.448,0.357,0.358,0.483,0.295,0.252,0.24,0.443,0.471,0.453,0.407,0.388,0.343,0.456,12,0.0004873,9.116,6.009,1.0,0.591546,8.22660199,108.909729,246.521011,270.956055
317,9.244125144327509,40.792,6.246,1.217,0.845,0.137,0.484,0.35,0.32,0.449,0.417,0.347,0.494,0.316,0.244,0.27,0.5,0.635,0.308,0.385,0.404,0.351,0.481,10,0.000471,10.154,6.213,1.0,0.679792,3.72027258,86.233276,277.651215,212.665985
318,9.346787486224656,32.458,5.883,1.647,0.812,0.138,0.532,0.33,0.369,0.468,0.408,0.316,0.501,0.315,0.247,0.239,0.439,0.59,0.478,0.41,0.397,0.354,0.502,10,0.000483,9.256,5.908,1.0,0.609406,7.68656907,94.21814,245.086273,210.09491
319,9.259637310505756,34.732,6.192,1.646,0.816,0.137,0.555,0.394,0.385,0.507,0.435,0.376,0.53,0.355,0.277,0.298,0.506,0.648,0.404,0.445,0.439,0.387,0.519,16,0.0005062,9.805,6.608,1.0,0.632774,3.63044405,107.749176,299.141174,290.394501
320,9.193820026016112,26.901,7.127,1.504,0.757,0.138,0.573,0.456,0.318,0.496,0.454,0.309,0.524,0.419,0.214,0.196,0.491,0.661,0.433,0.449,0.42,0.386,0.528,10,0.0004516,8.913,6.046,1.0,0.566348,2.86043521,76.421425,274.447479,204.480759
321,9.09151498112135,30.507,5.251,1.352,0.822,0.139,0.476,0.335,0.387,0.378,0.371,0.285,0.416,0.308,0.253,0.262,0.388,0.453,0.406,0.399,0.344,0.325,0.416,10,0.0005359,9.045,6.045,1.0,0.571802,5.1157079,98.592155,260.721222,195.983917
322,9.136677139879543,31.48,5.608,1.885,0.808,0.139,0.514,0.357,0.322,0.362,0.452,0.49,0.429,0.346,0.268,0.217,0.396,0.476,0.582,0.398,0.434,0.348,0.484,12,0.0004795,9.385,6.183,1.0,0.583034,5.40356097,66.12336,240.369705,251.143784
323,8.698970004336019,34.862,6.528,1.059,0.821,0.136,0.539,0.402,0.372,0.51,0.441,0.351,0.546,0.353,0.252,0.258,0.554,0.633,0.322,0.438,0.434,0.384,0.503,8,0.0004708,9.763,5.804,1.0,0.636127,5.48257962,95.444016,221.902939,288.983032
324,8.96657624451305,40.001,4.674,2.586,0.846,0.136,0.523,0.325,0.369,0.471,0.426,0.386,0.502,0.322,0.294,0.283,0.51,0.518,0.443,0.406,0.428,0.373,0.49,14,0.0004972,10.191,6.64,1.0,0.665184,4.619375,105.667664,263.588898,237.194077
325,8.809668301829708,34.674,6.373,1.836,0.809,0.138,0.465,0.384,0.283,0.413,0.426,0.342,0.441,0.361,0.212,0.18,0.424,0.483,0.488,0.377,0.394,0.338,0.465,10,0.00049,10.128,6.575,1.0,0.63397,6.55025964,81.223534,314.365509,234.152069
326,8.847711655616944,38.113,3.639,2.085,0.869,0.138,0.52,0.315,0.37,0.451,0.383,0.425,0.48,0.31,0.263,0.221,0.458,0.604,0.516,0.402,0.42,0.351,0.526,8,0.0004868,9.128,6.247,1.0,0.634193,9.98214172,68.731422,259.595551,225.333893
327,8.806875401645538,33.657,4.668,1.758,0.84,0.139,0.55,0.339,0.329,0.447,0.507,0.252,0.502,0.36,0.22,0.224,0.459,0.477,0.42,0.406,0.402,0.361,0.452,7,0.0004752,9.341,5.463,1.0,0.601884,4.23431891,110.102074,261.241577,264.16864
328,8.8153085691824,34.5,7.16,1.592,0.798,0.139,0.498,0.38,0.334,0.377,0.459,0.393,0.436,0.389,0.257,0.247,0.413,0.542,0.488,0.404,0.41,0.361,0.481,9,0.0005043,9.132,5.943,1.0,0.615196,4.09685044,80.997162,212.070724,223.308914
329,8.87942606879415,24.952,5.471,1.659,0.778,0.143,0.504,0.361,0.334,0.382,0.457,0.336,0.427,0.36,0.237,0.248,0.384,0.663,0.352,0.4,0.392,0.342,0.466,9,0.0004981,8.579,5.802,1.0,0.534171,5.95176394,77.343231,231.781021,212.533951
330,8.67366413907125,37.42,4.783,1.427,0.858,0.138,0.551,0.34,0.326,0.489,0.43,0.183,0.515,0.343,0.195,0.217,0.492,0.584,0.252,0.406,0.368,0.351,0.443,8,0.0004841,8.553,5.972,1.0,0.63008,6.54572198,82.729713,263.984009,276.546875
331,8.6345120151091,32.099,5.315,1.257,0.83,0.138,0.559,0.368,0.347,0.534,0.444,0.455,0.539,0.36,0.274,0.293,0.491,0.677,0.361,0.424,0.478,0.391,0.51,4,0.0004659,9.033,6.178,1.0,0.61205,4.25543867,59.191212,254.582581,288.35025
332,8.51999305704285,20.558,8.346,1.83,0.669,0.142,0.499,0.433,0.395,0.367,0.473,0.528,0.418,0.419,0.352,0.374,0.399,0.71,0.379,0.442,0.456,0.396,0.496,9,0.0004801,8.88,5.702,1.0,0.52596,2.79097828,80.414444,205.392319,192.67749
333,8.910094888560602,26.953,8.702,1.692,0.722,0.138,0.57,0.326,0.303,0.68,0.295,0.409,0.576,0.322,0.26,0.273,0.493,0.523,0.396,0.4,0.462,0.386,0.471,9,0.0004991,9.849,6.298,1.0,0.6287,9.32984023,81.03537,261.238037,338.754578
334,9.229147988357855,24.754,7.128,1.295,0.746,0.141,0.521,0.353,0.365,0.424,0.434,0.294,0.458,0.332,0.243,0.271,0.435,0.66,0.305,0.413,0.384,0.344,0.466,11,0.0004963,8.498,6.044,1.0,0.552273,5.17766473,86.833359,264.047302,186.250977
335,9.161150909262744,34.522,5.63,1.06,0.838,0.139,0.536,0.353,0.309,0.455,0.392,0.373,0.49,0.321,0.228,0.235,0.445,0.548,0.396,0.399,0.406,0.347,0.463,10,0.0004979,8.998,6.353,1.0,0.612624,7.05953855,106.131805,281.297791,239.512909
336,9.356547323513812,36.348,5.316,2.154,0.83,0.137,0.553,0.34,0.331,0.478,0.369,0.261,0.515,0.312,0.223,0.222,0.472,0.479,0.352,0.408,0.369,0.35,0.435,7,0.0004848,10.002,6.73,1.0,0.630728,5.62817765,98.171066,277.315552,273.770477
337,9.42021640338319,22.393,7.484,1.295,0.718,0.142,0.508,0.408,0.33,0.415,0.441,0.27,0.441,0.373,0.225,0.228,0.397,0.661,0.368,0.415,0.375,0.346,0.475,9,0.0005001,8.655,6.521,1.0,0.534882,4.7762386,86.313133,244.434448,231.042664
338,9.040958607678906,49.215,4.524,1.889,0.885,0.134,0.526,0.333,0.364,0.511,0.35,0.349,0.546,0.286,0.248,0.235,0.57,0.499,0.407,0.408,0.403,0.36,0.492,10,0.0004667,10.362,6.489,1.0,0.732316,5.92376679,111.5112,294.049286,251.602875
339,9.275724130399212,43.515,5.548,1.687,0.857,0.136,0.513,0.317,0.371,0.485,0.374,0.279,0.526,0.288,0.246,0.257,0.535,0.521,0.353,0.401,0.379,0.354,0.469,8,0.0005183,10.304,6.353,1.0,0.696024,5.23253078,68.623863,278.137878,243.888
340,8.832682665251824,29.697,6.957,1.981,0.769,0.14,0.506,0.38,0.341,0.403,0.43,0.379,0.438,0.403,0.253,0.212,0.411,0.54,0.666,0.409,0.404,0.365,0.539,12,0.0004802,9.269,5.91,1.0,0.587511,4.42640738,63.955696,194.666611,215.91954
341,8.935542010773082,41.928,4.679,1.27,0.876,0.138,0.536,0.328,0.422,0.489,0.416,0.396,0.508,0.329,0.282,0.289,0.493,0.631,0.44,0.429,0.434,0.373,0.521,9,0.0004789,9.236,6.708,1.0,0.66982,6.92964821,71.938744,240.035782,274.0
342,8.777283528852417,26.057,5.7,1.376,0.786,0.142,0.532,0.406,0.346,0.441,0.482,0.349,0.478,0.386,0.242,0.251,0.447,0.638,0.348,0.428,0.424,0.369,0.478,12,0.0004679,8.812,5.632,1.0,0.550888,6.89006878,86.274582,175.561493,200.594162
343,9.142667503568733,16.302,7.081,1.684,0.65,0.146,0.509,0.386,0.339,0.336,0.457,0.35,0.409,0.358,0.236,0.212,0.402,0.599,0.465,0.411,0.381,0.334,0.489,9,0.000482,7.483,4.965,1.0,0.46794,4.57664235,64.470924,227.827362,131.325134
344,9.05551732784983,18.59,6.51,1.248,0.706,0.144,0.532,0.393,0.338,0.386,0.42,0.321,0.445,0.349,0.237,0.235,0.462,0.527,0.391,0.421,0.376,0.344,0.46,4,0.0004938,7.464,4.963,1.0,0.477374,2.91341174,74.660133,241.930466,167.37323
345,9.236572006437065,28.359,5.29,3.284,0.768,0.137,0.532,0.371,0.45,0.487,0.342,0.395,0.509,0.304,0.358,0.381,0.47,0.506,0.412,0.451,0.408,0.39,0.463,12,0.0004938,9.196,6.111,1.0,0.585109,9.4726438,117.121155,305.714691,269.739441
346,9.173925197299171,20.391,6.988,1.331,0.71,0.142,0.534,0.404,0.372,0.373,0.492,0.322,0.448,0.389,0.249,0.254,0.407,0.666,0.394,0.437,0.396,0.362,0.489,6,0.0004616,8.158,5.1,1.0,0.495173,3.95952787,75.796249,225.472702,197.575592
347,9.10790539730952,35.255,5.071,1.362,0.846,0.139,0.472,0.327,0.322,0.365,0.356,0.457,0.414,0.295,0.256,0.226,0.392,0.518,0.512,0.374,0.393,0.321,0.474,11,0.0005049,9.256,6.168,1.0,0.604512,5.35746963,66.162338,259.678925,214.239548
348,9.167491087293763,26.179,6.214,1.08,0.782,0.142,0.493,0.361,0.322,0.36,0.387,0.366,0.408,0.32,0.236,0.227,0.434,0.488,0.464,0.392,0.371,0.322,0.462,10,0.0004886,8.328,5.696,1.0,0.53742,2.16060553,97.995041,245.361496,206.822296
349,9.346787486224656,22.652,8.168,0.996,0.712,0.14,0.564,0.458,0.344,0.602,0.427,0.367,0.539,0.413,0.251,0.237,0.432,0.742,0.429,0.455,0.465,0.401,0.534,13,0.0005209,9.033,6.346,1.0,0.567388,9.80431797,91.325623,233.992035,232.954514
350,8.910094888560602,24.182,5.951,1.112,0.774,0.141,0.522,0.391,0.365,0.432,0.378,0.293,0.493,0.319,0.249,0.272,0.494,0.446,0.346,0.426,0.367,0.354,0.428,6,0.0004615,8.271,4.963,1.0,0.529095,2.52623132,86.77874,226.280609,229.562439
351,8.517126416391246,32.648,6.3,1.335,0.81,0.137,0.536,0.38,0.385,0.481,0.417,0.291,0.531,0.341,0.25,0.242,0.525,0.566,0.397,0.434,0.396,0.374,0.496,6,0.0004249,9.482,4.897,1.0,0.610429,2.9469809,104.337097,226.843704,227.570236
353,8.701146923590294,44.985,4.775,1.59,0.876,0.135,0.507,0.316,0.379,0.477,0.365,0.339,0.52,0.278,0.264,0.283,0.532,0.524,0.359,0.401,0.394,0.354,0.472,8,0.0004883,9.819,5.558,1.0,0.69654,3.84761794,120.459763,259.334473,189.906982
354,9.119186407719209,18.422,7.03,1.17,0.692,0.145,0.493,0.402,0.249,0.314,0.417,0.385,0.384,0.354,0.206,0.183,0.392,0.512,0.434,0.381,0.372,0.315,0.446,8,0.0004715,7.659,4.793,1.0,0.471207,3.35884021,81.717155,232.212677,200.768295
355,8.1518108830086,42.827,7.507,1.635,0.824,0.133,0.666,0.517,0.32,0.664,0.455,0.406,0.648,0.47,0.254,0.211,0.66,0.534,0.547,0.501,0.508,0.457,0.58,5,0.0004805,10.629,7.476,1.0,0.699353,6.41748905,134.321014,270.658386,304.9021
356,8.899629454882437,23.391,7.018,1.684,0.729,0.144,0.505,0.387,0.239,0.271,0.441,0.393,0.381,0.386,0.19,0.136,0.378,0.535,0.64,0.377,0.369,0.319,0.518,8,0.0005027,8.339,4.709,1.0,0.50876,4.03832983,72.733658,258.078491,167.875977
357,8.586700235918748,22.475,4.839,2.036,0.766,0.142,0.565,0.405,0.39,0.398,0.47,0.431,0.488,0.385,0.296,0.276,0.43,0.742,0.425,0.454,0.433,0.39,0.532,6,0.0004737,8.302,5.748,1.0,0.504624,7.83939174,79.267845,269.692871,198.520645
358,8.570247719997592,27.467,4.57,1.676,0.815,0.143,0.554,0.423,0.228,0.32,0.473,0.42,0.426,0.403,0.188,0.134,0.412,0.682,0.556,0.402,0.405,0.339,0.55,6,0.0004564,8.576,5.115,1.0,0.513171,7.12813967,65.880951,267.480927,165.403061
359,8.53313237964589,32.087,4.017,1.46,0.854,0.142,0.535,0.34,0.226,0.322,0.469,0.339,0.425,0.351,0.175,0.132,0.427,0.4,0.663,0.367,0.377,0.317,0.497,5,0.0004932,8.838,4.966,1.0,0.542018,5.88821574,90.380211,273.962921,162.25412
360,8.301029995663981,36.151,5.044,1.242,0.852,0.139,0.552,0.474,0.216,0.444,0.421,0.443,0.527,0.383,0.184,0.135,0.551,0.582,0.491,0.414,0.436,0.365,0.541,7,0.0004957,9.6,4.807,1.0,0.610386,7.18966188,74.247955,281.233948,233.518692
361,8.65169513695184,30.3,6.503,2.248,0.776,0.14,0.568,0.43,0.4,0.458,0.483,0.345,0.509,0.419,0.295,0.256,0.508,0.658,0.53,0.466,0.429,0.408,0.565,8,0.0005084,9.449,6.385,1.0,0.5894,5.01216795,74.070343,256.458252,217.565887
362,8.642065152999546,26.501,4.36,1.699,0.814,0.144,0.553,0.415,0.254,0.399,0.435,0.419,0.456,0.38,0.203,0.155,0.529,0.66,0.493,0.407,0.418,0.346,0.561,7,0.0004965,8.181,4.814,1.0,0.535175,9.58251437,68.045494,358.869781,269.980621
363,8.866461091629782,25.426,5.359,1.576,0.786,0.144,0.576,0.402,0.331,0.342,0.424,0.484,0.455,0.36,0.285,0.258,0.413,0.68,0.429,0.436,0.417,0.367,0.507,8,0.000481,7.848,4.69,1.0,0.506702,3.86562344,66.961067,437.510071,260.511597
364,8.7594507517174,25.949,4.556,1.654,0.807,0.144,0.555,0.381,0.224,0.452,0.422,0.354,0.472,0.37,0.182,0.14,0.658,0.46,0.493,0.387,0.409,0.342,0.537,5,0.0005108,8.702,4.618,1.0,0.549702,8.6298259,87.767052,399.350708,271.270752
365,9.050609993355089,35.414,6.553,1.617,0.813,0.138,0.562,0.343,0.355,0.452,0.381,0.359,0.505,0.346,0.247,0.228,0.504,0.511,0.506,0.42,0.397,0.366,0.507,9,0.0004894,9.316,6.012,1.0,0.610971,9.19334126,102.877808,303.286011,277.430939
366,8.5654310959658,23.04,7.459,1.667,0.716,0.143,0.556,0.365,0.246,0.581,0.288,0.357,0.501,0.338,0.199,0.163,0.837,0.347,0.504,0.389,0.409,0.346,0.562,5,0.000472,8.678,4.894,1.0,0.56553,6.44369722,91.63047,253.994431,224.78302
367,8.913640169325252,27.374,5.382,1.4,0.801,0.14,0.569,0.38,0.361,0.397,0.464,0.184,0.481,0.371,0.213,0.244,0.469,0.682,0.247,0.437,0.348,0.355,0.466,5,0.0004945,8.825,4.819,1.0,0.525437,2.77706558,75.740326,267.917267,211.778809
368,8.906578314837764,29.372,7.121,1.527,0.773,0.14,0.631,0.378,0.247,0.525,0.304,0.446,0.567,0.347,0.219,0.185,0.577,0.483,0.492,0.419,0.425,0.378,0.517,9,0.0004912,9.039,5.737,1.0,0.577365,8.03865136,106.806725,366.897339,314.914154
369,8.296708621881338,30.043,4.245,1.556,0.838,0.14,0.526,0.38,0.358,0.412,0.427,0.381,0.495,0.345,0.256,0.265,0.511,0.475,0.374,0.421,0.407,0.365,0.453,6,0.0004908,8.901,4.65,1.0,0.560485,4.99260201,85.325119,269.11026,214.358307
370,8.958607314841775,33.167,6.22,3.799,0.768,0.137,0.587,0.359,0.456,0.618,0.323,0.551,0.571,0.318,0.389,0.307,0.77,0.433,0.667,0.467,0.497,0.426,0.624,9,0.0004786,10.132,6.044,1.0,0.656071,3.1875058,110.437508,265.775818,304.846497
371,8.26121944151563,32.193,4.717,2.463,0.818,0.137,0.58,0.374,0.309,0.453,0.433,0.382,0.523,0.358,0.259,0.275,0.539,0.727,0.318,0.421,0.423,0.38,0.528,7,0.0004898,9.697,5.402,1.0,0.585341,8.42177319,86.808189,324.795868,217.222092
372,8.698970004336019,48.532,4.707,1.793,0.882,0.132,0.548,0.447,0.394,0.507,0.469,0.355,0.544,0.414,0.266,0.237,0.57,0.463,0.581,0.463,0.444,0.408,0.538,13,0.000532,10.7,6.721,1.0,0.707712,5.48982335,78.777534,383.316467,347.737122
373,9.096910013008056,19.448,5.801,0.904,0.744,0.147,0.532,0.438,0.366,0.318,0.413,0.346,0.405,0.391,0.251,0.241,0.431,0.442,0.48,0.445,0.359,0.349,0.451,7,0.0004812,7.131,4.484,1.0,0.459217,7.80671896,88.622192,248.603729,180.468613
374,7.852632892206214,25.052,8.108,1.98,0.713,0.141,0.641,0.403,0.272,0.517,0.312,0.43,0.594,0.346,0.245,0.236,0.619,0.466,0.381,0.438,0.42,0.395,0.489,8,0.0004761,9.082,4.663,1.0,0.55582,8.48242963,96.852196,238.298676,233.847809
375,8.995678626217357,25.984,5.26,1.105,0.803,0.144,0.53,0.41,0.253,0.322,0.478,0.501,0.428,0.392,0.227,0.196,0.377,0.647,0.489,0.398,0.434,0.349,0.504,8,0.0004761,8.066,5.001,1.0,0.511729,4.71196655,82.573845,1123.344971,240.685989
376,8.860120913598763,21.26,7.559,1.609,0.699,0.146,0.56,0.389,0.273,0.423,0.366,0.31,0.448,0.375,0.206,0.161,0.624,0.347,0.609,0.407,0.366,0.343,0.527,9,0.0004936,7.883,4.517,1.0,0.526451,6.57541403,64.900078,257.7547,190.350739
379,8.958607314841775,28.731,5.305,1.023,0.819,0.142,0.569,0.39,0.364,0.405,0.413,0.297,0.483,0.359,0.232,0.233,0.436,0.522,0.463,0.441,0.372,0.358,0.474,5,0.0005002,8.557,5.535,1.0,0.541727,4.03116936,73.457664,483.442627,269.414307
380,9.040958607678906,30.863,5.043,1.704,0.821,0.141,0.557,0.354,0.407,0.382,0.395,0.502,0.466,0.331,0.307,0.29,0.429,0.602,0.465,0.44,0.426,0.368,0.499,5,0.0004892,8.438,5.565,1.0,0.558374,3.26917954,85.746086,237.589157,186.049118
381,8.826813731587725,26.781,5.176,2.414,0.779,0.141,0.542,0.337,0.431,0.384,0.451,0.525,0.457,0.329,0.371,0.364,0.461,0.748,0.411,0.437,0.453,0.386,0.54,10,0.0004953,9.301,5.96,1.0,0.546898,8.87328327,88.130875,241.591949,257.365387
382,8.931814138253838,17.017,5.551,2.955,0.667,0.144,0.54,0.441,0.393,0.409,0.505,0.202,0.458,0.41,0.262,0.294,0.469,0.583,0.211,0.458,0.372,0.377,0.421,6,0.000466,7.786,5.598,1.0,0.474147,5.37351948,65.045586,554.68512,327.89209
383,8.876148359032914,27.005,6.291,2.084,0.763,0.14,0.588,0.358,0.372,0.437,0.368,0.225,0.507,0.32,0.235,0.265,0.473,0.506,0.287,0.439,0.343,0.354,0.422,12,0.0004778,9.066,5.732,1.0,0.549907,5.73512574,96.122467,257.147705,327.538086
384,8.94692155651658,20.805,7.554,1.479,0.697,0.141,0.605,0.478,0.318,0.441,0.516,0.421,0.513,0.461,0.252,0.22,0.48,0.783,0.361,0.467,0.459,0.409,0.542,10,0.0004301,8.366,5.463,1.0,0.512072,2.50577119,72.096603,432.50293,316.616943
385,8.97061622231479,25.227,8.293,1.684,0.717,0.142,0.568,0.414,0.322,0.384,0.428,0.495,0.466,0.401,0.285,0.269,0.414,0.549,0.499,0.435,0.436,0.384,0.487,10,0.0004628,8.926,5.706,1.0,0.545555,3.29708048,65.503242,427.95163,319.567566
386,8.995678626217357,28.942,6.474,1.022,0.794,0.141,0.577,0.377,0.378,0.413,0.433,0.244,0.491,0.355,0.219,0.246,0.448,0.648,0.306,0.444,0.363,0.355,0.467,3,0.0005013,8.655,5.567,1.0,0.554425,3.67325306,91.39167,376.268097,260.267883
387,9.2518119729938,24.42,4.695,1.914,0.787,0.149,0.531,0.386,0.276,0.327,0.457,0.402,0.426,0.368,0.219,0.175,0.39,0.552,0.538,0.398,0.395,0.338,0.493,8,0.0004649,8.034,5.299,1.0,0.510734,4.55464063,107.642578,391.923035,224.87233
388,8.913640169325252,24.876,6.554,1.032,0.766,0.144,0.562,0.392,0.309,0.368,0.429,0.402,0.453,0.361,0.233,0.208,0.394,0.676,0.412,0.421,0.4,0.349,0.494,4,0.0004591,8.079,5.874,1.0,0.522148,1.78808119,78.369774,496.47113,254.530334
389,9.036212172654444,25.88,6.234,1.373,0.773,0.142,0.576,0.375,0.297,0.401,0.463,0.222,0.48,0.364,0.19,0.197,0.431,0.748,0.23,0.416,0.362,0.344,0.47,7,0.0004969,7.984,5.5,1.0,0.533242,2.89567425,85.189804,388.974792,251.09436
390,9.267606240177033,19.826,6.593,3.115,0.671,0.14,0.584,0.512,0.354,0.411,0.548,0.536,0.49,0.481,0.35,0.357,0.52,0.79,0.385,0.483,0.498,0.44,0.565,8,0.0004711,9.039,5.567,1.0,0.511276,6.38889399,60.296085,227.823883,234.793793
391,9.356547323513812,29.818,5.565,1.436,0.81,0.141,0.582,0.37,0.37,0.41,0.427,0.449,0.496,0.349,0.275,0.263,0.447,0.633,0.461,0.441,0.429,0.373,0.514,5,0.0004866,8.596,5.84,1.0,0.558596,3.99349779,50.110641,242.731689,209.434357
392,9.2518119729938,32.745,6.754,1.893,0.791,0.14,0.612,0.375,0.33,0.422,0.459,0.416,0.512,0.389,0.264,0.233,0.505,0.51,0.583,0.439,0.432,0.389,0.533,8,0.0005066,9.059,5.639,1.0,0.589315,4.94879803,61.981918,225.193054,210.311172
393,9.4089353929735,39.592,6.93,1.944,0.817,0.137,0.592,0.326,0.383,0.475,0.432,0.409,0.533,0.345,0.295,0.311,0.537,0.66,0.405,0.434,0.439,0.391,0.534,8,0.0005121,10.051,5.707,1.0,0.646894,2.45910446,79.696449,284.385101,210.011627
394,9.387216143280265,64.208,5.837,1.597,0.896,0.131,0.538,0.418,0.344,0.597,0.447,0.325,0.583,0.394,0.231,0.224,0.675,0.667,0.388,0.434,0.456,0.403,0.577,12,0.0004955,11.826,7.151,1.0,0.854361,6.03433642,127.865448,257.602509,332.552246
395,9.259637310505756,24.597,5.713,1.297,0.778,0.144,0.531,0.396,0.345,0.33,0.5,0.462,0.419,0.403,0.265,0.242,0.378,0.62,0.489,0.424,0.431,0.362,0.496,7,0.000501,7.715,5.328,1.0,0.512911,4.63226375,69.914978,225.451385,239.646103
396,9.327902142064282,28.205,5.84,1.601,0.791,0.142,0.557,0.38,0.281,0.398,0.454,0.411,0.455,0.389,0.216,0.176,0.487,0.635,0.52,0.406,0.421,0.354,0.548,9,0.0005209,9.028,5.888,1.0,0.557131,2.19037474,88.696594,225.212555,194.903397
397,9.42021640338319,29.485,8.294,1.734,0.746,0.143,0.541,0.373,0.266,0.391,0.369,0.514,0.446,0.38,0.257,0.229,0.452,0.514,0.452,0.393,0.425,0.361,0.473,10,0.0004641,9.442,5.895,1.0,0.584722,4.12099252,110.788239,214.010101,242.614624
399,9.267606240177033,38.362,5.546,1.259,0.849,0.139,0.54,0.355,0.357,0.435,0.462,0.448,0.469,0.372,0.272,0.256,0.521,0.68,0.39,0.417,0.448,0.371,0.531,10,0.0004819,9.243,6.63,1.0,0.6364,3.78646517,83.217812,225.826279,262.206085
400,9.130768280269024,32.681,8.009,1.934,0.767,0.14,0.594,0.396,0.318,0.492,0.388,0.36,0.509,0.41,0.233,0.185,0.491,0.557,0.706,0.436,0.413,0.384,0.585,12,0.0004942,10.025,6.122,1.0,0.631998,4.089874,80.031174,221.331512,237.10614
401,9.10790539730952,27.482,5.546,1.185,0.803,0.143,0.555,0.374,0.391,0.365,0.42,0.291,0.454,0.358,0.246,0.268,0.41,0.551,0.362,0.44,0.359,0.353,0.441,12,0.0004912,8.19,5.328,1.0,0.528421,5.90975021,100.356674,244.789474,187.379364
402,9.387216143280265,33.363,4.906,2.06,0.827,0.142,0.53,0.391,0.331,0.388,0.454,0.505,0.484,0.374,0.275,0.249,0.503,0.629,0.421,0.417,0.449,0.378,0.518,7,0.0004704,9.422,5.09,1.0,0.596551,4.4028701,99.898338,211.274246,225.834122
403,9.494850021680094,36.31,6.911,1.99,0.803,0.141,0.52,0.339,0.298,0.481,0.361,0.451,0.53,0.323,0.242,0.226,0.475,0.495,0.401,0.386,0.431,0.365,0.457,10,0.0004755,9.699,6.595,1.0,0.663279,3.80531748,91.507889,233.941071,186.92894
404,9.346787486224656,36.436,4.255,2.106,0.851,0.139,0.535,0.361,0.414,0.494,0.444,0.38,0.552,0.339,0.305,0.297,0.484,0.43,0.555,0.437,0.439,0.399,0.49,9,0.0004805,9.713,6.12,1.0,0.642942,5.56475863,99.89975,197.380173,259.128632
405,8.809668301829708,24.223,6.274,1.48,0.758,0.143,0.572,0.383,0.311,0.38,0.467,0.403,0.469,0.37,0.244,0.24,0.418,0.658,0.387,0.422,0.417,0.361,0.488,5,0.000541,8.655,5.429,1.0,0.521558,5.32900896,74.925125,222.134125,175.685669
406,9.0,28.287,5.517,1.253,0.807,0.141,0.561,0.401,0.419,0.433,0.457,0.274,0.486,0.385,0.261,0.301,0.51,0.578,0.307,0.461,0.388,0.377,0.465,11,0.0004775,8.155,5.861,1.0,0.551517,4.83679694,89.0839,218.985214,256.626526
407,9.060480747381382,23.759,5.121,2.145,0.766,0.141,0.503,0.398,0.385,0.34,0.458,0.506,0.43,0.367,0.333,0.319,0.397,0.641,0.415,0.429,0.435,0.377,0.484,2,0.0004765,8.177,5.461,1.0,0.515262,9.13607603,81.814362,240.669861,291.104309
408,9.022276394711152,18.63,7.383,1.151,0.686,0.143,0.572,0.419,0.327,0.407,0.48,0.34,0.474,0.398,0.235,0.23,0.423,0.757,0.301,0.439,0.409,0.369,0.493,8,0.0004776,7.742,5.189,1.0,0.489889,4.89506788,77.140289,237.329971,185.667404
409,9.309803919971486,24.471,6.487,1.599,0.752,0.143,0.536,0.363,0.328,0.334,0.398,0.433,0.425,0.325,0.251,0.222,0.375,0.606,0.465,0.409,0.388,0.334,0.482,10,0.0005215,8.272,5.673,1.0,0.519947,4.34027147,86.849968,244.440872,174.589645
410,9.309803919971486,23.213,5.084,1.761,0.772,0.142,0.505,0.389,0.387,0.345,0.406,0.423,0.413,0.345,0.313,0.314,0.434,0.381,0.492,0.427,0.391,0.357,0.436,12,0.0004971,8.629,5.893,1.0,0.507046,6.0460562,76.771667,234.917892,283.609314
411,9.455931955649724,32.992,5.924,1.153,0.823,0.14,0.547,0.339,0.321,0.383,0.357,0.336,0.454,0.306,0.231,0.232,0.427,0.505,0.408,0.402,0.359,0.33,0.447,8,0.0004774,9.04,5.76,1.0,0.577965,6.85943682,72.254486,257.700592,234.033585
412,8.96657624451305,25.396,6.898,1.182,0.759,0.142,0.567,0.369,0.381,0.379,0.429,0.172,0.464,0.335,0.207,0.251,0.427,0.593,0.259,0.439,0.327,0.335,0.426,9,0.0004601,7.856,5.366,1.0,0.527874,4.21259839,65.115509,239.994781,195.157806
413,9.259637310505756,28.335,6.384,1.741,0.777,0.142,0.527,0.331,0.327,0.312,0.384,0.495,0.41,0.304,0.267,0.237,0.366,0.617,0.473,0.395,0.397,0.327,0.485,10,0.0004869,8.627,5.569,1.0,0.541826,3.7433802,106.41906,242.579056,240.539246
